fall_id,Status,Waterfall,Access,Country  Rating,Height,State,url,val,Magnitude,Absolute Magnitude,IWC Rating,Global Score,Country Score,State Score,Location,Appx. Elevation,Total Height,Tallest Drop,Num of Drops,Avg. Width,Max. Width,Pitch,Run,Form,Watershed,Stream,Avg.  High  Volume,Avg. Low Volume,Source,Flow Consistency,Best Flow,Avg.  Estm.  Volume,Province Score
8,.Confirmed-row,Amicalola Falls,,,450 feet / 137 meters,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Amicalola-Falls-199,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.567183, -84.244311",2500 feet (asl),137 meters,,,12 meters,,,,Tiered Horsetails,,Amicalola Creek,,,Runoff,,,NA,NA
9,.Confirmed-row,Amity Falls,,,40 feet / 12 meters,Minnesota,https://www.worldwaterfalldatabase.com/waterfall/Amity-Falls-28017,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,12 meters,,,,,,,,,Amity Creek,,,,,,NA,NA
10,.Confirmed-row,Ammons Creek Falls,,,40 feet / 12 meters,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Ammons-Creek-Falls-20225,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.9836, -83.2671",,12 meters,12 meters,1,,,,,,,Ammons Creek,,,,,,NA,NA
11,.Confirmed-row,Amnicon Falls,,,30 feet / 9 meters,Wisconsin,https://www.worldwaterfalldatabase.com/waterfall/Amnicon-Falls-28230,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,9 meters,6 meters,2,,,,,,,Amnicon River,,,,,,NA,NA
12,.Confirmed-row,Amos Falls,,,16 feet / 5 meters,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Amos-Falls-14873,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.8238, -84.259",,5 meters,5 meters,1,,,,,Vertical Curtain,,Amos Falls Branch,,,,,,NA,NA
13,.Confirmed-row,Amoskeag Falls,,,,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Amoskeag-Falls-12723,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.002, -71.4722",,,,1,,,,,,,Merrimack River,,,,,,NA,NA
14,.Confirmed-row,Ampitheater Falls,,,40 feet / 12 meters,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Ampitheater-Falls-28598,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,12 meters,12 meters,1,,,,,Plunge,,,,,,,,NA,NA
15,.Confirmed-row,Amsden Falls,,,,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Amsden-Falls-11300,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.4059, -72.5058",,,,,,,,,,,North Branch Black River,,,,,,NA,NA
16,.Confirmed-row,Anaconda Falls,,,,Montana,https://www.worldwaterfalldatabase.com/waterfall/Anaconda-Falls-19004,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.75039, -113.9681",6149 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,.Confirmed-row,Analomink Falls,,,30 feet / 9 meters,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Analomink-Falls-18499,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.0583, -75.2099",,9 meters,9 meters,1,,,,,,,Michael Creek,,,,,,NA,NA
18,.Confirmed-row,Anderson Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Anderson-Creek-Falls-6076,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.71271, -123.34948",5290 feet (asl),,,,,,,,,,Anderson Creek,,,,,,NA,NA
19,.Confirmed-row,Anderson Falls,,,,Alaska,https://www.worldwaterfalldatabase.com/waterfall/Anderson-Falls-12478,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"61.09028, -146.67685",585 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,.Confirmed-row,Anderson Falls,,,65 feet / 20 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Anderson-Falls-17779,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.5777, -84.6945",,20 meters,20 meters,1,,,,,Horsetail,,Anderson Cave Branch,,,,,,NA,NA
1,.Confirmed-row,Anderson Falls,,,14 feet / 4 meters,Indiana,https://www.worldwaterfalldatabase.com/waterfall/Anderson-Falls-28006,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,4 meters,4 meters,1,,,,,,,Fall Fork,,,,,,NA,NA
2,.Confirmed-row,Andesite Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Andesite-Falls-19048,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.73432, -121.79605",,,,,,,,,,,Sandy Creek,,,,,,NA,NA
3,.Confirmed-row,Andrea Falls,,,,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Andrea-Falls-18500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,.Confirmed-row,Andrew Molera Falls,,,35 feet / 11 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Andrew-Molera-Falls-6419,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.28452, -121.83382",171 feet (asl),11 meters,,,,,,,,,,,,,,,NA,NA
5,.Confirmed-row,Andrew Ramey Falls,,,55 feet / 17 meters,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Andrew-Ramey-Falls-29583,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,17 meters,11 meters,2,,,,,,,Fall Creek,,,,,,NA,NA
6,.Confirmed-row,Andrews Falls,,,8 feet / 2 meters,Maine,https://www.worldwaterfalldatabase.com/waterfall/Andrews-Falls-20617,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.8075, -70.4107",,2 meters,,,,,,,,,Ditch Brook,,,,,,NA,NA
7,.Confirmed-row,Andys Falls,,,,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Andys-Falls-29584,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Tankersley Branch,,,,,,NA,NA
8,.Confirmed-row,Aneroid Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Aneroid-Falls-22050,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.20973, -117.19887",7513 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,.Confirmed-row,Angel Falls,,,50 feet / 15 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Angel-Falls-6968,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.33789, -119.57024",3632 feet (asl),15 meters,,,,,,,,,North Fork Willow Creek,,,,,,NA,NA
10,.Confirmed-row,Angel Falls,,,65 feet / 20 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Angel-Falls-9731,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.17625, -122.16136",1182 feet (asl),20 meters,,,,,,,,,,,,,,,NA,NA
11,.Confirmed-row,Angel Falls,,,70 feet / 21 meters,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Angel-Falls-18501,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.3942, -76.677",,21 meters,21 meters,1,,,,,,,Falls Run,,,,,,NA,NA
12,.Confirmed-row,Angel Falls,,,126 feet / 38 meters,Maine,https://www.worldwaterfalldatabase.com/waterfall/Angel-Falls-20409,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.7829, -70.7096",,38 meters,27 meters,2,,,,,,,Mountain Brook,,,,,,NA,NA
13,.Confirmed-row,Angel Falls,,,,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Angel-Falls-20226,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.7711, -83.4782",,,,1,,,,,,,Joe Creek,,,,,,NA,NA
14,.Confirmed-row,Angel Falls,,31.74,25 feet / 8 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Angel-Falls-22569,NA,10.9,17.82,0.12,Not Rated,31.74,51.24,"43.1267, -72.8004",950 feet (asl),8 meters,8 meters,1,3 meters,6 meters,50 degrees,6 meters,Steep Veiling Cascade,,,1 cms,0 cms,Runoff,12 months,,NA,NA
15,.Confirmed-row,Angel Falls,,,10 feet / 3 meters,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Angel-Falls-28599,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,3 meters,3 meters,1,,,,,,,Paine Creek,,,,,,NA,NA
16,.Confirmed-row,Angel Hollow Cascade,,,10 feet / 3 meters,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Angel-Hollow-Cascade-29004,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.1538, -84.264",,3 meters,2 meters,2,,,,,,,Angel Hollow,,,,,,NA,NA
17,.Confirmed-row,Angel Hollow Falls,,,19 feet / 6 meters,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Angel-Hollow-Falls-29005,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.1537, -84.264",,6 meters,6 meters,1,,,,,,,Angel Hollow,,,,,,NA,NA
18,.Confirmed-row,Angled Falls,,,25 feet / 8 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Angled-Falls-11865,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.66091, -110.68481",7958 feet (asl),8 meters,,,,,,,,,Magpie Creek,,,,,,NA,NA
19,.Confirmed-row,Anglin Falls,,,75 feet / 23 meters,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Anglin-Falls-14874,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.4982, -84.2162",,23 meters,23 meters,,,,,,Plunge,,,,,,,,NA,NA
20,.Confirmed-row,Anna Ruby Falls,,,230 feet / 70 meters,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Anna-Ruby-Falls-20227,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.7645, -83.7125",,70 meters,34 meters,3,,,,,,,Curtis and York Creeks,,,,,,NA,NA
21,.Confirmed-row,Anna's Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Annas-Falls-5971,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.01982, -123.85011",240 feet (asl),,,,,,,,,,Treat River,,,,,,NA,NA
0,.Confirmed-row,Anniversary Falls,,,220 feet / 67 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Anniversary-Falls-11866,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.95137, -110.41073",6032 feet (asl),67 meters,,,,,,,,,,,,,,,NA,NA
1,.Confirmed-row,Ano Falls,,,,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Ano-Falls-29006,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.1142, -84.3543",,,,1,,,,,Plunge,,,,,,,,NA,NA
2,.Confirmed-row,Ansel Cave Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Ansel-Cave-Falls-28600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,.Confirmed-row,Antler Peak Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Antler-Peak-Falls-27641,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,5844 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,.Confirmed-row,Apache Falls,,,102 feet / 31 meters,Colorado,https://www.worldwaterfalldatabase.com/waterfall/Apache-Falls-8147,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.8548, -104.98869",8706 feet (asl),31 meters,,,,,,,,,South Apache Creek,,,,,,NA,NA
5,.Confirmed-row,Apache Falls,,,,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Apache-Falls-14155,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"33.7982, -110.4967",,,,,,,,,,,Salt River,,,,,,NA,NA
6,.Confirmed-row,Ape Canyon Falls,,,700 feet / 213 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Ape-Canyon-Falls-5078,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.20065, -122.13426",4300 feet (asl),213 meters,,,,,,,Horsetail,Lewis River,Ape Canyon Creek,,,Springs,,,NA,NA
7,.Confirmed-row,Apex Falls,,,,Montana,https://www.worldwaterfalldatabase.com/waterfall/Apex-Falls-10190,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.39663, -110.95568",8429 feet (asl),,,,,,,,,,Hyalite Creek,,,,,,NA,NA
8,.Confirmed-row,Aphrodite Falls,,,,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Aphrodite-Falls-14156,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.2646, -112.7108",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,.Confirmed-row,Apikuni Falls,,,160 feet / 49 meters,Montana,https://www.worldwaterfalldatabase.com/waterfall/Apikuni-Falls-10170,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.81427, -113.64328",5680 feet (asl),49 meters,27 meters,2,,,,,Tiered Horsetails,,Apikuni Creek,,,,,,NA,NA
10,.Confirmed-row,Apocalypse Falls,,,25 feet / 8 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Apocalypse-Falls-9739,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.60769, -121.96770",1010 feet (asl),8 meters,,,,,,,,,Moffett Creek,,,,,,NA,NA
11,.Confirmed-row,Apparition Falls,,,125 feet / 38 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Apparition-Falls-3815,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.37034, -121.84442",2689 feet (asl),38 meters,,,,,,,,Sandy River,Cast Creek,,,Lake,,,NA,NA
12,.Confirmed-row,Appistoki Falls,,,40 feet / 12 meters,Montana,https://www.worldwaterfalldatabase.com/waterfall/Appistoki-Falls-10176,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.48182, -113.35222",5541 feet (asl),12 meters,,,,,,,,,Appistoki Creek,,,,,,NA,NA
13,.Confirmed-row,Apple Orchard Falls,,,150 feet / 46 meters,Virginia,https://www.worldwaterfalldatabase.com/waterfall/Apple-Orchard-Falls-16870,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.5162, -79.5329",,46 meters,,,,,,,,,,,,,,,NA,NA
14,.Confirmed-row,Apple River Falls,,,,Illinois,https://www.worldwaterfalldatabase.com/waterfall/Apple-River-Falls-16823,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.2575, -90.2868",,,,2,,,,,,,Apple River,,,,,,NA,NA
15,.Confirmed-row,Apple River Falls,,,12 feet / 4 meters,Wisconsin,https://www.worldwaterfalldatabase.com/waterfall/Apple-River-Falls-28231,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,4 meters,,2,,,,,,,Apple River,,,,,,NA,NA
16,.Confirmed-row,Apron Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Apron-Falls-6145,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.64914, -122.09347",1795 feet (asl),,,,,,,,,,Duncan Creek,,,,,,NA,NA
17,.Confirmed-row,Apron Falls,,,39 feet / 12 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Apron-Falls-11867,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.96789, -110.476",5929 feet (asl),12 meters,,,,,,,,,,,,,,,NA,NA
18,.Confirmed-row,Aragon Falls,,,40 feet / 12 meters,New Mexico,https://www.worldwaterfalldatabase.com/waterfall/Aragon-Falls-20378,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.5046, -106.737",,12 meters,12 meters,1,,,,,Horsetail,,Aragon Spring,,,,,,NA,NA
19,.Confirmed-row,Arapaho Falls,,,,Colorado,https://www.worldwaterfalldatabase.com/waterfall/Arapaho-Falls-8448,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"40.0287, -105.62529",11027 feet (asl),,,,,,,,,,North Boulder Creek,,,,,,NA,NA
20,.Confirmed-row,Arboretum Falls,,,10 feet / 3 meters,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Arboretum-Falls-29585,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,3 meters,,2,,,,,,,,,,,,,NA,NA
21,.Confirmed-row,Arbuckle Creek Falls,,,,West Virginia,https://www.worldwaterfalldatabase.com/waterfall/Arbuckle-Creek-Falls-29903,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Arbuckle Creek,,,,,,NA,NA
22,.Confirmed-row,Arbuthnet Lake Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Arbuthnet-Lake-Falls-2904,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,4763 feet (asl),,,1,,,,,,Nooksack River,Unnamed Tributary of Anderson Creek,,,Lake,,,NA,NA
0,.Confirmed-row,Arch Falls,,,30 feet / 9 meters,Montana,https://www.worldwaterfalldatabase.com/waterfall/Arch-Falls-10193,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.42762, -110.96123",7358 feet (asl),9 meters,,,,,,,,,Hyalite Creek,,,,,,NA,NA
1,.Confirmed-row,Arctic Canyon Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Arctic-Canyon-Falls-5027,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.90202, -121.07767",2025 feet (asl),,,,,,,,Veiling Horsetail,Skagit River,Arctic Creek,,,Glacier,,,NA,NA
2,.Confirmed-row,Arens Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Arens-Falls-28601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,.Confirmed-row,Ariscoos Falls,,,85 feet / 26 meters,Maine,https://www.worldwaterfalldatabase.com/waterfall/Ariscoos-Falls-20618,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.7329, -70.3455",,26 meters,,,,,,,,,,,,,,,NA,NA
4,.Confirmed-row,Aristine Creek Falls,,,90 feet / 27 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Aristine-Creek-Falls-22131,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.33886, -123.3308",482 feet (asl),27 meters,,,,,,,,,Aristine Creek,,,,,,NA,NA
5,.Confirmed-row,Arky Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Arky-Falls-16356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,.Confirmed-row,Armadillo Falls,,,95 feet / 29 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Armadillo-Falls-16357,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0162, -93.3812",,29 meters,15 meters,3,,,,,,,,,,,,,NA,NA
7,.Confirmed-row,Armco Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Armco-Falls-28602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,.Confirmed-row,Armstrong Creek Falls,,,,Wisconsin,https://www.worldwaterfalldatabase.com/waterfall/Armstrong-Creek-Falls-28232,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Armstrong Creek,,,,,,NA,NA
9,.Confirmed-row,Armstrong Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Armstrong-Falls-27805,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,1074 feet (asl),,,,,,,,,,Armstrong Creek,,,,,,NA,NA
10,.Confirmed-row,Arnica Falls,,,125 feet / 38 meters,Montana,https://www.worldwaterfalldatabase.com/waterfall/Arnica-Falls-10515,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.90083, -113.71167",4579 feet (asl),38 meters,,,,,,,,,,,,,,,NA,NA
11,.Confirmed-row,Arrowhead Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Arrowhead-Falls-19065,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.45083, -121.26312",2674 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,.Confirmed-row,Artist Point Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Artist-Point-Falls-16358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,.Confirmed-row,Artists Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Artists-Falls-8605,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.24087, -74.03325",,,,,,,,,,,Kiskatom Brook,,,,,,NA,NA
14,.Confirmed-row,Artists Falls,,,10 feet / 3 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Artists-Falls-8622,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.1269, -73.8091",,3 meters,,,,,,,,,Gill Brook,,,,,,NA,NA
15,.Confirmed-row,Asa Cove Falls,,,,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Asa-Cove-Falls-20228,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.9926, -83.4617",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,.Confirmed-row,Asbury Cascades,,,15 feet / 5 meters,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Asbury-Cascades-29586,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,5 meters,,,,,,,,,,,,,,,NA,NA
1,.Confirmed-row,Asbury Falls,,,,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Asbury-Falls-29587,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,.Confirmed-row,Ash Cave Falls,,,84 feet / 26 meters,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Ash-Cave-Falls-20388,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"39.3997, -82.5443",,26 meters,26 meters,1,,,,,Plunge,,,,,,,,NA,NA
3,.Confirmed-row,Ash Creek Falls,,,290 feet / 88 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Ash-Creek-Falls-617,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.4052566, -122.138106",7640 feet (asl),88 meters,88 meters,1,12 meters,,,,Horsetail,,Ash Creek,,,Glacier,,,NA,NA
4,.Confirmed-row,Ash Creek Falls,,,700 feet / 213 meters,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Ash-Creek-Falls-14157,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"32.7297, -109.8937",,213 meters,110 meters,,,,,,,,Ash Creek,,,,3 months,,NA,NA
5,.Confirmed-row,Ashby Branch Falls,,,,Texas,https://www.worldwaterfalldatabase.com/waterfall/Ashby-Branch-Falls-16285,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"30.9348, -98.4071",,,,,,,,,,,Ashby Branch,,,,,,NA,NA
6,.Confirmed-row,Ashley Creek Falls,,,,Montana,https://www.worldwaterfalldatabase.com/waterfall/Ashley-Creek-Falls-10277,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.37669, -113.95428",6168 feet (asl),,,,,,,,,,Ashley Creek,,,,,,NA,NA
7,.Confirmed-row,Ashley Creek Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Ashley-Creek-Falls-16359,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.1472, -93.7",,,,1,,,,,,,Ashley Creek,,,,,,NA,NA
8,.Confirmed-row,Ashley Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Ashley-Falls-8623,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.2077, -74.0372",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,.Confirmed-row,Ashmore Falls,,,150 feet / 46 meters,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Ashmore-Falls-29588,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,46 meters,46 meters,1,,,,,Horsetail,,Wattacoo Creek,,,,,,NA,NA
10,.Confirmed-row,Aspen Falls,,,20 feet / 6 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Aspen-Falls-6443,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.94019, -119.19015",7545 feet (asl),6 meters,,,,,,,,,Lee Vining Creek,,,,,,NA,NA
